Date Time,Battery[V],Temperature,Humidity,PK-124 bosim,PK-124 temp,Barometr,PO-80 bosim,PO-80 temp,PO-81 bosim,PO-81 temp,PO-82 bosim,PO-82 temp,PO-83 bosim,PO-83 temp,PO-84 bosim,PO-84 temp,PO-85 bosim,PO-85 temp,PO-86 bosim,PO-86 temp,PK-127 bosim,PK-127 temp,PK-128 bosim,PK-128 temp,PK-125 bosim,PK-125 temp,PK-126 bosim,PK-126 temp,PK-123 bosim,PK-123 temp,PO-89 bosim,PO-89 temp,PGL-16 bosim,PGL-16 temp,PK-36a bosim,PK-36a temp,PK-140 bosim,PK-140 temp ,PK-139 bosim,PK-139 temp,PK-130 bosim,PK-130 temp,PK-131 bosim,PK-131 temp,PK-132 bosim,PK-132 temp,PGL-17 bosim,PGL-17 temp,PGL-18 bosim,PGL-18 temp,PO-88 bosim,PO-88 temp ,PK-133 bosim,PK-133 temp ,817-4/X,817-4/Y,817-4/T,817-5/X,817-5/Y,817-5/T,817-6/X,817-6/Y,817-6/T,
2025/12/22 15:42:34,12.9,6.4,N.C.,6318.3, 10.3,10.791,8233.3, 12.4,8284.7, 12.5,9105.7,  8.9,8185.8, 13.0,6220.6, 14.2,7752.2, 13.9,8408.2, 12.2,7980.4, 13.8,8558.2, 14.4,6498.4, 10.4,7251.6, 10.4,5937.5,  9.2,8942.2, 15.0,8533.0, 15.0,7619.2, 15.0,8176.4, 15.1,9018.0, 14.9,  NAN, 15.9,8071.0, 15.6,  NAN,-34.2,7870.6, 15.5,7163.7, 15.3,8738.2, 15.4,8810.3, 15.2,25.01461,116.60274,  5.8,85.58311,95.95176, 15.5,53.27206,115.83881, 12.6,
