Date Time,Battery[V],Temperature,Humidity,SH/885/14 Z,SH/885/14 ZT,SH/885/14 X,SH/885/14 XT,SH/885/14 Y,SH/885/14 YT,SH/885/10 Z,SH/885/10 ZT,SH/885/10 X,SH/885/10 XT,SH/885/10 Y,SH/885/10 YT,SH/885/11 Z,SH/885/11 ZT,SH/885/11 X,SH/885/11 XT,SH/885/11 Y,SH/885/11 YT,SH/885/8 Z,SH/885/8 ZT,SH/885/8 X,SH/885/8 XT,SH/885/8 Y,SH/885/8 YT,SH/885/9 Z,SH/885/9 ZT,SH/885/9 X,SH/885/9 XT,SH/885/9 Y,SH/885/9 YT,SH/885/12 Z,SH/885/12 ZT,SH/885/12 X,SH/885/12 XT,SH/885/12 Y,SH/885/12 YT,SH/885/13 Z,SH/885/13 ZT,SH/885/13 X,SH/885/13 XT,SH/885/13 Y,SH/885/13 YT,SH/885/1 Z,SH/885/1 ZT,SH/885/1 X,SH/885/1 XT,SH/885/1 Y,SH/885/1 YT,SH/885/2 Z,SH/885/2 ZT,SH/885/2 X,SH/885/2 XT,SH/885/2 Y,SH/885/2 YT,SH/885/3 Z,SH/885/3 ZT,SH/885/3 X,SH/885/3 XT,SH/885/3 Y,SH/885/3 YT,SH/885/4 Z,SH/885/4 ZT,SH/885/4 X,SH/885/4 XT,SH/885/4 Y,SH/885/4 YT,SH/885/5 Z,SH/885/5 ZT,SH/885/5 X,SH/885/5 XT,SH/885/5 Y,SH/885/5 YT,SH/885/6 Z,SH/885/6 ZT,SH/885/6 X,SH/885/6 XT,SH/885/6 Y,SH/885/6 YT,SH/885/7 Z,SH/885/7 ZT,SH/885/7 X,SH/885/7 XT,SH/885/7 Y,SH/885/7 YT,
2025/12/22 15:52:00,12.8,16.2,N.C.,3032.5, 18.0,3675.9, 18.1,3481.9, 17.9,3838.7, 18.3,3938.8, 18.3,3511.8, 18.1,3676.1, 18.1,3617.6, 18.3,3317.8, 18.2,  NAN, 19.0,4614.9, 19.0,4593.0, 18.9,4848.5,  NAN,  NAN, 18.5,5028.9, -0.8,3904.4, 17.3,3419.5, 17.5,3653.9, 17.8,3569.7, 18.8,5110.7, 18.7,3807.2, 18.2,3294.0, 17.7,3377.2, 17.7,3549.8,  NAN,3143.5, 18.1,3671.9, 18.1,3612.3, 17.7,3498.9, 18.2,  NAN, 18.3,3224.1, 17.7,3593.5, 18.5,3153.5, 18.3,3486.7, 18.3,4045.4, 18.5,3765.0, 18.5,3604.2, 18.6,3750.2, 18.5,3832.3, 18.6,3071.7, 18.5,3019.4, 18.2,  NAN, 18.0,3340.5, 17.5,
